PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,market_value_in_eur,Log_Market_Value,Player,League,Position
-3.3880788108840165,-0.9850085727072344,-0.08620532170618908,-0.3327621288226043,0.17728888318029407,-1.575267740740636,0.1295507098530331,-0.2529098207765027,0.041394999356981654,0.04193539676721674,-0.22187456693968874,0.2003242597290682,0.1652572691579993,-0.02573671940391405,-0.0680027499832294,12000000,16.300417291085605,Max Aarons,eng Premier League,DF
-3.2663286495713355,-1.2554782899064165,0.12831688505794736,-0.36093666735123725,-0.7890251393575516,-1.3820351999939031,-0.7778048303606682,0.26005566977734085,-1.1469258797125168,0.6232505584197235,-0.15271271057054112,0.17623941948544625,0.1725360511634689,0.0010640164439290204,-0.05418153685926976,12000000,16.300417291085605,Max Aarons,es La Liga,DF
-3.1284237394198158,-1.6104415066370052,-1.396790326827871,-0.8863620896700312,0.6321523678013417,-1.4183296168140196,-0.9930591004997688,0.8096944561005527,-0.04170445627682379,0.451914906904974,-0.5211035614570789,0.1408214475495246,0.0790469678503449,0.03325086408329044,-0.04128546142522857,300000,12.611541086966117,James Abankwah,it Serie A,DF
-2.0611770298613026,1.3476548177638406,2.6768867364644793,1.5054928389218858,2.0640608283062125,0.5488046146437231,0.26323023621674885,-0.7303163254403888,-0.705694450189335,-0.5204681968416457,-0.3790347558704914,0.010538501412182514,0.11963696250730046,0.022455480954876532,-0.04896044422321431,500000,13.122365377402328,Yunis Abdelhamid,fr Ligue 1,DF
3.139748860484748,1.9338714824175816,-0.13649552714296864,-1.703634860003345,0.1317478357005056,-0.5591319123408638,-0.06293494244982392,0.49585063262838913,0.14317036996797813,-0.39640619722559467,0.5721494322909407,-0.21917768796949744,0.33588753928584725,-0.2558842752884297,-0.6095058965593033,7000000,15.76142084987672,Himad Abdelli,fr Ligue 1,MF
2.6873263264224945,-0.4207725763378541,0.8708501126181943,0.6129659801584861,1.7952651721849806,-0.3687642706581154,-0.8992805963572159,-0.19972838687806604,0.29244953463940465,0.3996743682104909,0.0769455519103246,-0.04098380971176894,0.019389179361947274,0.029531759888903532,0.005980102856157407,3000000,14.914123179965662,Ali Abdi,fr Ligue 1,DF
-1.6114879032806335,-1.5370142211305826,-0.9769970274666607,2.1942475832657826,-0.43659088486772635,-1.1978295138216446,1.7962042172921793,-0.7267049477615484,0.3994910393770724,1.7007903753769598,-0.6794018444408434,-1.329696598239713,-0.40880758031158204,-0.2609228303737317,-0.8403065921876725,4000000,15.201805169084134,Saud Abdulhamid,it Serie A,DF
-2.9277762433969396,-1.4502115065720838,-0.18226407334916067,-0.9863109098321271,-1.7965676338016738,-0.8546604820070844,-1.1522373830316128,-0.11579191527988623,-0.38096772004453616,0.3251161965751247,-0.18186626512620077,0.10565383467813812,-0.21795635950985306,0.015816229092388195,-0.02358323692995564,100000,11.51293546492023,Nabil Aberdin,es La Liga,MF
-3.3143907557413543,-0.8711465084536747,1.522114874617991,0.14005881179476906,-0.49153025043905535,-1.0908441598828498,2.440259335162145,0.45148864522777016,-0.9490081725386267,-0.19036422272675796,-0.2200123314076731,0.3703229719983919,0.07903655517122606,0.0262310535525478,-0.07869321495550262,3500000,15.068273812173889,Oliver Abildgaard,it Serie A,MF
5.288751889062093,0.5453942631979593,0.024849603466030514,-2.4761066491659482,-1.3593970487886995,-0.08169765182238256,-0.4994193719337472,0.03014759627904892,0.08232923966747759,-0.7808375390400429,0.33901153479654184,-0.2731907355925716,-0.1865218508603092,-0.19411820644193045,-0.5213892203383976,12000000,16.300417291085605,Matthis Abline,fr Ligue 1,FW
-0.7374382418751035,-0.06354211421580616,-0.795756796399168,0.0008457097411039851,0.2870054514629502,0.32591405126646583,0.13127549248378945,-0.17997123978551416,-1.2500958450105935,0.16647740428224694,0.08134166203818648,-0.043267568422088,0.029021066998298057,0.08299498047289283,-0.00525349538915285,9000000,16.012735246411598,Abner,fr Ligue 1,DF
4.491505303344127,-1.2629229592616966,0.9577254067106289,-1.9088755843352054,-0.30155947642266584,0.36171547964613404,-0.832545754871864,0.2804629196267331,0.41937473125138575,-0.13894900670839436,-0.6664744976190281,-0.6835626266187883,0.534618540093336,-0.15507776159859937,-0.13429510376198592,12000000,16.300417291085605,Zakaria Aboukhlal,fr Ligue 1,MF
-0.896515372738559,2.75739480827071,-0.34546430251346416,-0.7518226911657144,-0.14818405377174174,0.19035027017721565,-0.20809828779921374,-0.1641112012656059,1.2876548630928872,0.39272471557051375,-0.05524970234444682,-0.21300951165573734,0.06460785400035943,-0.24638724595118092,0.16427927422206487,7500000,15.830413711839864,Abdel Abqar,es La Liga,DF
-3.1363425307259933,-1.8379038811514183,1.8862374727229432,-0.17300887331563058,-3.0790061467712513,-0.8357884721790422,-1.73600375791241,-1.828137566699592,0.35104376907690754,-0.2717715419892567,-0.08104970125088423,0.088825547092636,0.13303468679720215,-0.07580437694431601,-0.02406731309378555,15000000,16.52356082573315,Tammy Abraham,it Serie A,FW
3.4637537329493417,-1.7451560407169646,-0.04317393024740753,1.136438222423497,-0.6839696908683233,0.8488221835147123,-0.11723716235144062,0.1775010352681833,0.1792100970271475,0.5458369990112092,-1.0229437780283597,-0.8011715644289997,1.4548609560663568,0.5458880333287243,0.06937114563964696,15000000,16.52356082573315,Tammy Abraham,it Serie A,FW
-1.3005058811969006,2.5998157109147226,2.3197212483652483,1.8062407365499578,1.560354649485885,0.04346110728779706,0.7750653109336307,0.056873336749879516,0.2618352723567903,0.025736401414163394,-0.20445564452434994,0.048074301288467874,0.058095973485176554,-0.03447226029555126,0.024776464842693045,3000000,14.914123179965662,Francesco Acerbi,it Serie A,DF
-2.1556301550425387,-2.1630246261161217,0.853287999809137,-0.8126428181243599,-0.7771198798162512,1.2255534350407893,0.5891016542019558,-0.4066660452816472,-0.7058294333328501,-0.9924921423997365,-1.0136021806584476,0.006513337669325698,0.5592870709202017,-0.190488465841175,0.016946553178951294,7500000,15.830413711839864,Akor Adams,es La Liga,FW
1.4354751074562495,-1.9289203953752672,0.7719246333048825,-0.8956178639995549,-0.9278303111361916,1.1504544275238489,-0.2852646559506397,-0.4261704948324044,0.08628787491990673,-0.2092184496165658,-0.29091863682115326,-0.15227548500672264,0.43838480582765404,-0.3348526675929668,-0.08125150830050024,7500000,15.830413711839864,Akor Adams,fr Ligue 1,FW
