Player,Squad,Comp,Position_Primary,Age_Group,Age,Min,MP,Starts,Gls,Ast,xG,xAG,90s,Goals_per_90,Assists_per_90,Goal_Contributions_per_90,xG_per_90,xAG_per_90,Shots_per_90,Shot_Accuracy,Pass_Completion_Rate,Tackles_per_90,Interceptions_per_90,Age_Squared,Age_x_Goals,Minutes_x_Goals_per_90,market_value_in_eur,Log_Market_Value,Value_per_Goal,League_de Bundesliga,League_eng Premier League,League_es La Liga,League_fr Ligue 1,League_it Serie A,Position_DF,Position_FW,Position_GK,Position_MF
Keinan Davis,Udinese,it Serie A,FW,Prime,26.0,1066,23,10,2,1,2.9,2.1,11.844444444444445,0.16871309401068516,0.08435654700534258,0.25306964101602775,0.24463398631549346,0.1771487487112194,2.4463398631549347,0.37917959324370903,0.7563361332315188,0.7592089230480832,0.08435654700534258,676.0,52.0,179.84815821539038,4000000,15.201805169084134,1333333.3333333333,False,False,False,False,True,False,True,False,False
Leif Davis,Ipswich Town,eng Premier League,DF,Prime,24.0,2743,33,32,1,2,1.0,4.9,30.477777777777778,0.03280002915558147,0.06560005831116295,0.09840008746674442,0.03280002915558147,0.1607201428623492,0.5248004664893036,0.12492192379762647,0.7157265130333876,1.5088013411567476,0.8200007288895368,576.0,24.0,89.97047997375998,25000000,17.034386422832473,12500000.0,False,True,False,False,False,True,False,False,False
Zuriko Davitashvili,Saint-Étienne,fr Ligue 1,FW,Prime,23.0,2778,33,32,9,8,8.1,4.7,30.866666666666667,0.29148224117456545,0.2590953254885026,0.5505775666630681,0.2623340170571089,0.1522185037244953,2.2023102666522725,0.35288928098808997,0.785705909318664,0.7125121450933822,0.4534168196048796,529.0,207.0,809.7376659829429,10000000,16.118095750958314,1000000.0,False,False,False,True,False,False,True,False,False
Paweł Dawidowicz,Hellas Verona,it Serie A,DF,Prime,29.0,1845,26,24,0,0,0.3,0.0,20.5,0.0,0.0,0.0,0.014627011214041929,0.0,0.19502681618722573,0.0,0.8193121792700218,2.1940516821062896,0.9751340809361286,841.0,0.0,0.0,2500000,14.731801689838349,2500000.0,False,False,False,False,True,True,False,False,False
Craig Dawson,Wolves,eng Premier League,DF,Veteran,34.0,971,15,10,0,0,0.5,0.0,10.78888888888889,0.0,0.0,0.0,0.046301059779812734,0.0,0.46301059779812737,0.1996007984031936,0.865816353911379,1.389031793394382,0.8334190760366292,1156.0,0.0,0.0,2000000,14.508658238524095,2000000.0,False,True,False,False,False,True,False,False,False
Kevin De Bruyne,Manchester City,eng Premier League,MF,Veteran,33.0,1702,28,19,4,7,5.1,8.0,18.91111111111111,0.21140407540078687,0.369957131951377,0.5813612073521639,0.2695401961360032,0.42280815080157375,3.0125080744612127,0.26311173478337135,0.7591909766640748,0.8984673204533442,0.369957131951377,1089.0,132.0,359.80973633213927,27000000,17.11134746100564,5400000.0,False,True,False,False,False,False,False,False,True
Bobby De Cordova-Reid,Leicester City,eng Premier League,FW,Veteran,31.0,744,23,9,1,2,0.8,1.2,8.266666666666667,0.12082158679017317,0.24164317358034634,0.3624647603705195,0.09665726943213854,0.1449859041482078,0.8457511075312122,0.42796005706134094,0.7038493277025387,1.0873942811115584,0.0,961.0,31.0,89.89126057188884,4000000,15.201805169084134,2000000.0,False,True,False,False,False,False,True,False,False
Charles De Ketelaere,Atalanta,it Serie A,MF,Prime,23.0,2070,36,25,7,7,7.3,6.0,23.0,0.3042155584528466,0.3042155584528466,0.6084311169056932,0.3172533681008257,0.2607561929595828,2.0860495436766624,0.41657987919183503,0.757781328830866,0.5649717514124294,0.1303780964797914,529.0,161.0,629.7262059973924,38000000,17.453096744006448,4750000.0,False,False,False,False,True,False,False,False,True
Rodrigo De Paul,Atlético Madrid,es La Liga,MF,Veteran,30.0,2106,34,23,3,5,1.3,5.6,23.4,0.12815036309269542,0.21358393848782573,0.34173430158052115,0.055531824006834686,0.23921401110636478,0.8116189662537378,0.21041557075223566,0.8172542738055623,1.4096539940196497,0.25630072618539085,900.0,90.0,269.88466467321655,25000000,17.034386422832473,6250000.0,False,False,True,False,False,False,False,False,True
Théo De Percin,Auxerre,fr Ligue 1,GK,Prime,23.0,180,2,2,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5343906223064989,0.0,0.0,529.0,0.0,0.0,300000,12.611541086966115,300000.0,False,False,False,True,False,False,False,True,False
Mattia De Sciglio,Empoli,it Serie A,DF,Veteran,31.0,769,16,7,1,0,0.6,0.2,8.544444444444444,0.11689829848032213,0.0,0.11689829848032213,0.07013897908819328,0.023379659696064425,0.5844914924016106,0.5988023952095809,0.7792381525701482,2.1041693726457984,0.935186387842577,961.0,31.0,89.89479153136772,1000000,13.815511557963774,500000.0,False,False,False,False,True,True,False,False,False
Lorenzo De Silvestri,Bologna,it Serie A,DF,Veteran,36.0,1060,18,13,1,0,0.8,0.3,11.777777777777779,0.08483363182203789,0.0,0.08483363182203789,0.06786690545763031,0.025450089546611366,0.763502686398341,0.4439511653718091,0.7907661211680644,0.9331699500424168,0.8483363182203789,1296.0,36.0,89.92364973136016,400000,12.899222326086994,200000.0,False,False,False,False,True,True,False,False,False
Thibault De Smet,Reims,fr Ligue 1,DF,Prime,26.0,192,5,2,0,0,0.1,0.0,2.1333333333333333,0.0,0.0,0.0,0.04665629860031105,0.0,0.46656298600311047,0.0,0.9050943884147918,2.799377916018663,1.8662519440124419,676.0,0.0,0.0,4000000,15.201805169084134,4000000.0,False,False,False,True,False,True,False,False,False
Koni De Winter,Genoa,it Serie A,DF,Young,22.0,2135,25,23,3,0,2.1,0.2,23.72222222222222,0.12641041247249402,0.0,0.12641041247249402,0.08848728873074582,0.008427360831499602,0.5477784540474742,0.5380476556495004,0.865780715432774,1.3905145371974343,1.0534201039374502,484.0,66.0,269.88623062877474,18000000,16.705882371415992,4500000.0,False,False,False,False,True,True,False,False,False
Alessandro Deiola,Cagliari,it Serie A,MF,Prime,28.0,1432,29,16,2,1,1.7,0.6,15.911111111111111,0.12561937329890432,0.06280968664945216,0.1884290599483565,0.10677646730406867,0.037685811989671296,1.130574359690139,0.277623542476402,0.7342115829525249,1.9471002861330169,0.816525926442878,784.0,56.0,179.886942564031,1600000,14.285514812209815,533333.3333333334,False,False,False,False,True,False,False,False,True
Romain Del Castillo,Brest,fr Ligue 1,FW,Prime,28.0,1259,26,14,6,4,4.7,3.4,13.988888888888889,0.42860544487657753,0.2857369632510517,0.7143424081276293,0.3357409318199857,0.24287641876339391,1.2143820938169696,0.47031158142269247,0.6976642781354923,2.2144614651956505,0.42860544487657753,784.0,168.0,539.6142550996111,8000000,15.894952224644102,1142857.142857143,False,False,False,True,False,False,True,False,False
Thomas Delaine,Strasbourg,fr Ligue 1,DF,Veteran,32.0,9,2,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.931252303664256,2.8347121037593386,1024.0,0.0,0.0,800000,13.592368256649284,800000.0,False,False,False,True,False,True,False,False,False
Liam Delap,Ipswich Town,eng Premier League,FW,Young,21.0,2593,37,32,12,2,9.3,1.9,28.81111111111111,0.41636146343344,0.06939357723890667,0.48575504067234665,0.322680134160916,0.06592389837696133,2.2899880488839197,0.439327374640206,0.6134281952886473,0.38166467481398664,0.06939357723890667,441.0,252.0,1079.62527468291,35000000,17.370858648025116,2692307.6923076925,False,True,False,False,False,False,True,False,False
Fisayo Dele-Bashiru,Lazio,it Serie A,MF,Prime,23.0,947,20,12,3,1,1.1,0.8,10.522222222222222,0.28484017301403103,0.09494672433801034,0.37978689735204135,0.10444139677181138,0.07595737947040827,1.5191475894081654,0.3123048094940662,0.8774128854349461,0.9494672433801035,0.37978689735204135,529.0,69.0,269.74364384428736,8000000,15.894952224644102,2000000.0,False,False,False,False,True,False,False,False,True
Andy Delort,Montpellier,fr Ligue 1,FW,Veteran,32.0,607,9,8,0,0,1.3,0.9,6.7444444444444445,0.0,0.0,0.0,0.19246586609639746,0.13324559960519822,2.5168613258759667,0.3527336860670194,0.4908644668666485,0.5922026649119921,0.0,1024.0,0.0,0.0,2000000,14.508658238524095,2000000.0,False,False,False,True,False,False,True,False,False
Olivier Deman,Werder Bremen,de Bundesliga,DF,Prime,24.0,67,9,0,0,0,0.0,0.1,0.7444444444444445,0.0,0.0,0.0,0.0,0.1325478645066274,0.0,0.0,0.6550594725047406,6.931252303664256,2.8347121037593386,576.0,0.0,0.0,3000000,14.914123179965662,3000000.0,True,False,False,False,False,True,False,False,False
Ali Dembélé,Torino,it Serie A,DF,Young,20.0,388,15,4,1,0,0.4,0.1,4.311111111111111,0.2314219593725894,0.0,0.2314219593725894,0.09256878374903575,0.023142195937258938,1.157109796862947,0.3992015968063872,0.7559073864650914,2.0827976343533043,0.2314219593725894,400.0,20.0,89.79172023656469,800000,13.592368256649284,400000.0,False,False,False,False,True,True,False,False,False
Ousmane Dembélé,Paris S-G,fr Ligue 1,FW,Prime,27.0,1730,29,20,21,6,16.6,8.2,19.22222222222222,0.888505159277531,0.3119764284476284,1.0974747638345033,0.8276814461978503,0.4263677855450921,4.9916228551620545,0.5103635038016873,0.7902547728953849,0.5719567854873188,0.4679646426714426,729.0,567.0,1889.0172742503898,75000000,18.132998684833918,3409090.909090909,False,False,False,True,False,False,True,False,False
Sepp van den Berg,Brentford,eng Premier League,DF,Young,22.0,2586,31,29,0,0,2.0,0.8,28.733333333333334,0.0,0.0,0.0,0.06958135219761104,0.027832540879044416,0.6958135219761103,0.2998500749625187,0.854453408032801,1.3568363678534152,0.7306041980749158,484.0,0.0,0.0,20000000,16.811242881518265,20000000.0,False,True,False,False,False,True,False,False,False
Rémy Descamps,Lyon,fr Ligue 1,GK,Prime,28.0,90,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8997000999666778,0.0,0.0,784.0,0.0,0.0,1500000,14.220976332738882,1500000.0,False,False,False,True,False,False,False,True,False
Arthur Desmas,Le Havre,fr Ligue 1,GK,Veteran,30.0,1620,18,18,0,0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7873412386735886,0.0,0.0,900.0,0.0,0.0,1500000,14.220976332738882,1500000.0,False,False,False,True,False,False,False,True,False
Justin Devenny,Crystal Palace,eng Premier League,MF,Young,20.0,507,23,4,1,1,0.8,0.6,5.633333333333334,0.17720023626698167,0.17720023626698167,0.35440047253396334,0.14176018901358536,0.106320141760189,1.772002362669817,0.5994005994005994,0.7219160040973611,3.0124040165386887,0.0,400.0,20.0,89.84051978735971,3000000,14.914123179965662,1500000.0,False,True,False,False,False,False,False,False,True
Kiernan Dewsbury-Hall,Chelsea,eng Premier League,MF,Prime,25.0,264,13,2,0,1,0.2,1.1,2.933333333333333,0.0,0.33975084937712347,0.33975084937712347,0.0679501698754247,0.37372593431483586,0.33975084937712347,0.0,0.8354713505690415,2.7180067950169877,0.6795016987542469,625.0,0.0,0.0,22000000,16.906553056777135,22000000.0,False,True,False,False,False,False,False,False,True
Michele Di Gregorio,Juventus,it Serie A,GK,Prime,27.0,2970,33,33,0,0,0.0,0.5,33.0,0.0,0.0,0.0,0.0,0.01514692517418964,0.0,0.0,0.7655858592971901,0.0,0.03029385034837928,729.0,0.0,0.0,18000000,16.705882371415992,18000000.0,False,False,False,False,True,False,False,True,False
Giovanni Di Lorenzo,Napoli,it Serie A,DF,Veteran,30.0,3330,37,37,3,2,2.8,3.9,37.0,0.0810591731964334,0.054039448797622264,0.13509862199405565,0.07565522831667117,0.10537692515536341,0.5674142123750338,0.2855782960495002,0.8363111077320763,1.7833018103215348,0.8376114563631452,900.0,90.0,269.92704674412323,15000000,16.52356082573315,3750000.0,False,False,False,False,True,True,False,False,False
Boulaye Dia,Lazio,it Serie A,MF,Prime,27.0,2177,35,27,9,3,7.1,4.2,24.18888888888889,0.37191790256669266,0.12397263418889755,0.4958905367555902,0.2934019009137242,0.17356168786445658,1.6116442444556682,0.4870546013842605,0.8358572612984552,0.9091326507185821,0.2479452683777951,729.0,243.0,809.6652738876899,15000000,16.52356082573315,1500000.0,False,False,False,False,True,False,False,False,True
Mouctar Diakhaby,Valencia,es La Liga,DF,Prime,27.0,653,13,7,2,0,1.5,0.0,7.2555555555555555,0.2752714482336749,0.0,0.2752714482336749,0.20645358617525617,0.0,1.5139929652852118,0.36330608537693004,0.8392607362876106,1.1010857929346995,1.5139929652852118,729.0,54.0,179.7522556965897,2000000,14.508658238524095,666666.6666666666,False,False,True,False,False,True,False,False,False
Mamadou Diakhon,Reims,fr Ligue 1,FW,Young,18.0,858,28,5,2,1,1.0,1.1,9.533333333333333,0.20957038071952497,0.10478519035976248,0.31435557107928747,0.10478519035976248,0.11526370939573875,1.8861334264757248,0.44419766796224314,0.7703980389868099,1.2574222843171499,0.41914076143904994,324.0,36.0,179.81138665735241,1500000,14.220976332738882,500000.0,False,False,False,True,False,False,True,False,False
Bafodé Diakité,Lille,fr Ligue 1,DF,Prime,23.0,2766,31,31,4,1,2.3,0.2,30.733333333333334,0.13010950883660413,0.03252737720915103,0.16263688604575516,0.07481296758104737,0.006505475441830207,0.5204380353464165,0.43722673329169265,0.9316617612248269,1.008348693483682,0.8782391846470778,529.0,92.0,359.88290144204706,25000000,17.034386422832473,5000000.0,False,False,False,True,False,True,False,False,False
Oumar Diakité,Reims,fr Ligue 1,FW,Young,20.0,1628,26,20,4,1,5.5,1.1,18.08888888888889,0.2210080422370925,0.055252010559273125,0.2762600527963656,0.30388605807600216,0.060777211615200444,1.4365522745411012,0.3460207612456747,0.8220106776644728,1.1050402111854625,0.16575603167781938,400.0,80.0,359.8010927619866,7000000,15.76142084987672,1400000.0,False,False,False,True,False,False,True,False,False
Amad Diallo,Manchester Utd,eng Premier League,MF,Young,22.0,1901,26,20,8,6,4.7,4.9,21.122222222222224,0.37856879962143114,0.28392659971607337,0.6624953993375045,0.22240916977759081,0.2318733897681266,2.224091697775908,0.3616251861306105,0.8377150925701521,1.798201798201798,0.5205320994794679,484.0,176.0,719.6592880803406,40000000,17.50439003707821,4444444.444444444,False,True,False,False,False,False,False,False,True
Assane Diao,Como,it Serie A,FW,Young,18.0,1252,15,14,8,1,4.0,0.4,13.911111111111111,0.5746667730864394,0.07183334663580493,0.6465001197222444,0.2873333865432197,0.028733338654321976,2.0113337058025382,0.4641199571581578,0.7927370810170719,1.7958336658951233,0.2155000399074148,324.0,144.0,719.4827999042221,25000000,17.034386422832473,2777777.777777778,False,False,False,False,True,False,True,False,False
Assane Diao,Betis,es La Liga,FW,Young,18.0,277,10,2,1,2,0.8,1.5,3.077777777777778,0.3238575026988125,0.52117800951125,0.9715725080964376,0.25908600215905003,0.4852349860251563,2.2670025188916876,0.14265335235378032,0.7423117709437963,1.6192875134940627,0.0,324.0,18.0,89.70852824757107,25000000,17.034386422832473,12500000.0,False,False,True,False,False,False,True,False,False
Habib Diarra,Strasbourg,fr Ligue 1,MF,Young,20.0,2352,30,27,4,5,3.3,4.5,26.133333333333333,0.15300267754685706,0.19125334693357132,0.34425602448042836,0.12622720897615708,0.1721280122402142,0.9562667346678566,0.3998400639744102,0.8302573593317042,0.8415147265077139,0.49725870202728545,400.0,80.0,359.8622975902078,20000000,16.811242881518265,4000000.0,False,False,False,True,False,False,False,False,True
Moussa Diarra,Alavés,es La Liga,DF,Prime,23.0,1866,26,20,0,0,0.0,0.1,20.733333333333334,0.0,0.0,0.0,0.0,0.004820825968182548,0.04820825968182548,0.0,0.8023856001724531,1.9283303872730193,1.012373453318335,529.0,0.0,0.0,2000000,14.508658238524095,2000000.0,False,False,True,False,False,True,False,False,False
Rúben Dias,Manchester City,eng Premier League,DF,Prime,27.0,2271,27,25,0,0,1.5,0.3,25.233333333333334,0.0,0.0,0.0,0.059421629473128214,0.011884325894625642,0.831902812623795,0.3331746787244169,0.935257077008731,0.6734451340287864,0.7922883929750428,729.0,0.0,0.0,70000000,18.064005814299346,40000000.0,False,True,False,False,False,True,False,False,False
Krépin Diatta,Monaco,fr Ligue 1,DF,Prime,25.0,508,19,3,0,0,0.2,0.8,5.644444444444445,0.0,0.0,0.0,0.03537040675967774,0.14148162703871095,0.35370406759677736,0.49751243781094534,0.7643068692079871,3.183336608370996,1.591668304185498,625.0,0.0,0.0,10000000,16.118095750958314,10000000.0,False,False,False,True,False,True,False,False,False
Kandet Diawara,Le Havre,fr Ligue 1,FW,Prime,24.0,4,1,0,0,0,0.0,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49751243781094534,0.0,0.0,576.0,0.0,0.0,400000,12.899222326086994,400000.0,False,False,False,True,False,False,True,False,False
Mahamadou Diawara,Le Havre,fr Ligue 1,MF,Young,19.0,582,15,6,0,1,0.4,0.4,6.466666666666667,0.0,0.15440041173443128,0.15440041173443128,0.06176016469377252,0.06176016469377252,1.0808028821410192,0.14265335235378032,0.8282906313033775,3.0880082346886257,2.007205352547607,361.0,0.0,0.0,2500000,14.731801689838349,2500000.0,False,False,False,True,False,False,False,False,True
Mahamadou Diawara,Lyon,fr Ligue 1,MF,Young,19.0,16,2,0,0,0,0.0,0.0,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8559201141226819,5.325443786982248,0.0,361.0,0.0,0.0,2500000,14.731801689838349,2500000.0,False,False,False,True,False,False,False,False,True
Brahim Díaz,Real Madrid,es La Liga,FW,Prime,24.0,1385,31,16,4,2,5.3,3.3,15.38888888888889,0.25975900137095026,0.12987950068547513,0.38963850205642536,0.3441806768165091,0.21430117613103397,1.818313009596652,0.5355230274901821,0.8681686641111498,1.6234937585684392,0.25975900137095026,576.0,96.0,359.7662168987661,45000000,17.622173069956816,9000000.0,False,False,True,False,False,False,True,False,False
Luis Díaz,Liverpool,eng Premier League,FW,Prime,27.0,2399,36,28,13,5,12.0,5.0,26.655555555555555,0.4875203133463894,0.1875078128255344,0.6750281261719238,0.45001875078128256,0.1875078128255344,2.6626109421225883,0.4224757076468103,0.8420956281964738,1.4625609400391681,0.26251093795574815,729.0,351.0,1169.5612317179882,85000000,18.258161826219297,6071428.571428572,False,True,False,False,False,False,True,False,False
Pedro Díaz,Rayo Vallecano,es La Liga,MF,Prime,26.0,1211,26,12,3,0,2.4,2.1,13.455555555555556,0.2227906592953214,0.0,0.2227906592953214,0.17823252743625712,0.15595346150672498,2.3021701460516546,0.22573363431151242,0.7879719439585873,1.7080617212641307,0.5198448716890832,676.0,78.0,269.7994884066342,2500000,14.731801689838349,625000.0,False,False,True,False,False,False,False,False,True
Tyler Dibling,Southampton,eng Premier League,FW,Young,18.0,1874,33,20,2,0,2.5,1.5,20.822222222222223,0.09600512027308122,0.0,0.09600512027308122,0.12000640034135153,0.07200384020481092,1.344071683823137,0.32131381649410923,0.8128901146755697,1.6320870446423807,0.3840204810923249,324.0,36.0,179.9135953917542,25000000,17.034386422832473,8333333.333333333,False,True,False,False,False,False,True,False,False
Diego,Leganés,es La Liga,FW,Prime,24.0,1195,28,13,3,0,3.8,0.2,13.277777777777779,0.22577138556735513,0.0,0.22577138556735513,0.2859770883853165,0.015051425704490343,2.1824567271510995,0.3102378490175801,0.6301755116920994,0.07525712852245171,0.15051425704490343,576.0,72.0,269.79680575298937,300000,12.611541086966115,75000.0,False,False,True,False,False,False,True,False,False
Justin Diehl,Stuttgart,de Bundesliga,FW,Young,19.0,104,6,0,1,0,1.0,0.1,1.1555555555555554,0.8579599618684463,0.0,0.8579599618684463,0.8276814461978503,0.08579599618684462,5.325443786982248,0.14265335235378032,0.7117437722419929,0.8579599618684463,0.0,361.0,19.0,89.22783603431841,3500000,15.068273812173887,1750000.0,True,False,False,False,False,False,True,False,False
Bamba Dieng,Angers,fr Ligue 1,FW,Prime,24.0,532,18,5,3,0,3.1,0.0,5.911111111111111,0.5066616626008632,0.0,0.5066616626008632,0.5235503846875587,0.0,2.195533871270407,0.46118370484242893,0.7766236287739055,0.6755488834678176,0.0,576.0,72.0,269.5440045036592,3500000,15.068273812173887,875000.0,False,False,False,True,False,False,True,False,False
Eric Dier,Bayern Munich,de Bundesliga,DF,Veteran,30.0,1463,21,16,2,1,1.1,0.1,16.255555555555556,0.12295921852585558,0.06147960926292779,0.18443882778878337,0.06762757018922057,0.006147960926292779,0.5533164833663501,0.5549389567147613,0.9376704130990574,1.168112575995628,1.2295921852585556,900.0,60.0,179.8893367033267,8000000,15.894952224644102,2666666.6666666665,True,False,False,False,False,True,False,False,False
Lucas Digne,Aston Villa,eng Premier League,DF,Veteran,31.0,2351,32,28,0,4,0.8,4.7,26.122222222222224,0.0,0.15306773247161867,0.15306773247161867,0.030613546494323737,0.17985458565415194,0.4974701305327607,0.23059185242121447,0.7486237382636002,2.4873506526638036,0.9566733279476167,961.0,0.0,0.0,12000000,16.300417291085605,12000000.0,False,True,False,False,False,True,False,False,False
Federico Dimarco,Inter,it Serie A,DF,Prime,26.0,2140,32,28,4,7,3.3,6.1,23.77777777777778,0.1681535802699799,0.29426876547246483,0.46242234574244473,0.1387267037227334,0.25643420991171934,2.3121117287122237,0.3635702599527359,0.7631312695586702,1.0509598766873745,0.5885375309449297,676.0,104.0,359.848661777757,60000000,17.909855136853043,12000000.0,False,False,False,False,True,True,False,False,False
Stole Dimitrievski,Valencia,es La Liga,GK,Veteran,30.0,360,4,4,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5112397564092925,0.0,0.0,900.0,0.0,0.0,3000000,14.914123179965662,3000000.0,False,False,True,False,False,False,False,True,False
Junior Dina Ebimbe,Eint Frankfurt,de Bundesliga,MF,Prime,23.0,293,7,3,0,1,0.9,0.9,3.2555555555555555,0.0,0.3062266076896904,0.3062266076896904,0.2756039469207214,0.2756039469207214,2.449812861517523,0.0,0.6338719757164538,0.9186798230690711,2.143586253827833,529.0,0.0,0.0,7000000,15.76142084987672,7000000.0,True,False,False,False,False,False,False,False,True
Eren Dinkçi,Freiburg,de Bundesliga,MF,Young,22.0,1196,23,13,0,3,1.1,2.2,13.28888888888889,0.0,0.22558275545158324,0.22558275545158324,0.08271367699891387,0.16542735399782774,1.0527195254407218,0.21413276231263384,0.7537879749244943,1.5790792881610827,0.5263597627203609,484.0,0.0,0.0,12000000,16.300417291085605,12000000.0,True,False,False,False,False,False,False,False,True
Issa Diop,Fulham,eng Premier League,DF,Prime,27.0,1339,21,15,0,0,0.5,0.1,14.877777777777778,0.0,0.0,0.0,0.03358459586536309,0.006716919173072618,0.33584595865363087,0.3992015968063872,0.8746586456643052,1.7463989849988806,0.6045227255765355,729.0,0.0,0.0,16000000,16.588099342704055,16000000.0,False,True,False,False,False,True,False,False,False
Sofiane Diop,Nice,fr Ligue 1,MF,Prime,24.0,1064,28,8,6,4,6.0,2.9,11.822222222222223,0.5070898675932012,0.3380599117288008,0.845149779322002,0.5070898675932012,0.24509343600338057,1.8593295145084046,0.4997728305315765,0.7716677580927771,1.9438444924406046,1.4367546248474035,576.0,144.0,539.543619119166,12000000,16.300417291085605,1714285.7142857143,False,False,False,True,False,False,False,False,True
Andy Diouf,Lens,fr Ligue 1,MF,Young,21.0,2225,34,27,1,2,2.9,2.8,24.72222222222222,0.04043308324722584,0.08086616649445168,0.12129924974167752,0.11725594141695493,0.11321263309223234,1.6173233298890335,0.12496875781054737,0.7949363770002154,1.496024080147356,0.6064962487083876,441.0,21.0,89.96361022507749,10000000,16.118095750958314,5000000.0,False,False,False,True,False,False,False,False,True
Yehvann Diouf,Reims,fr Ligue 1,GK,Prime,24.0,3060,34,34,0,0,0.1,0.0,34.0,0.0,0.0,0.0,0.002940311673037342,0.0,0.02940311673037342,0.9900990099009901,0.6956464672151992,0.05880623346074684,0.02940311673037342,576.0,0.0,0.0,9000000,16.012735246411598,9000000.0,False,False,False,True,False,False,False,True,False
Assane Dioussé,Auxerre,fr Ligue 1,MF,Prime,26.0,663,17,7,0,0,0.1,0.2,7.366666666666666,0.0,0.0,0.0,0.013556258472661547,0.027112516945323094,0.4066877541798464,0.6644518272425249,0.8963334360382063,2.033438770899232,1.6267510167193855,676.0,0.0,0.0,800000,13.592368256649284,800000.0,False,False,False,True,False,False,False,False,True
Axel Disasi,Aston Villa,eng Premier League,DF,Prime,26.0,490,7,5,0,0,0.1,0.4,5.444444444444445,0.0,0.0,0.0,0.01833367284579344,0.07333469138317376,0.36667345691586883,0.0,0.8678261490661048,1.4666938276634753,0.916683642289672,676.0,0.0,0.0,25000000,17.034386422832473,25000000.0,False,True,False,False,False,True,False,False,False
Axel Disasi,Chelsea,eng Premier League,DF,Prime,26.0,364,6,4,1,0,0.3,0.1,4.044444444444444,0.24664291586736095,0.0,0.24664291586736095,0.07399287476020829,0.024664291586736095,0.4932858317347219,0.49751243781094534,0.9078188457731818,1.7265004110715265,0.4932858317347219,676.0,26.0,89.77802137571939,25000000,17.034386422832473,12500000.0,False,True,False,False,False,True,False,False,False
Álvaro djaló,Athletic Club,es La Liga,FW,Prime,24.0,659,17,7,1,0,0.8,0.9,7.322222222222222,0.1363843006516139,0.0,0.1363843006516139,0.10910744052129112,0.1227458705864525,2.0457645097742083,0.19986675549633579,0.6640106241699868,1.091074405212911,0.1363843006516139,576.0,24.0,89.87725412941356,8000000,15.894952224644102,4000000.0,False,False,True,False,False,False,True,False,False
Djené,Getafe,es La Liga,DF,Veteran,32.0,2548,31,31,0,0,0.3,0.6,28.31111111111111,0.0,0.0,0.0,0.010592804739299305,0.02118560947859861,0.2118560947859861,0.0,0.7559830502935698,0.8827337282749421,0.7414963317509514,1024.0,0.0,0.0,2000000,14.508658238524095,2000000.0,False,False,True,False,False,True,False,False,False
Nasser Djiga,Wolves,eng Premier League,DF,Young,21.0,66,5,1,0,0,0.0,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8331597583836701,0.0,2.690582959641256,441.0,0.0,0.0,10000000,16.118095750958314,10000000.0,False,True,False,False,False,True,False,False,False
Berat Djimsiti,Atalanta,it Serie A,DF,Veteran,31.0,2640,34,32,1,2,2.7,1.3,29.333333333333332,0.03407929115074406,0.06815858230148812,0.10223787345223218,0.09201408610700898,0.044303078495967284,0.6815858230148812,0.19990004997501248,0.8769906742124529,1.8062024309894353,1.3631716460297625,961.0,31.0,89.96932863796432,8000000,15.894952224644102,4000000.0,False,False,False,False,True,True,False,False,False
Ritsu Doan,Freiburg,de Bundesliga,FW,Prime,26.0,2862,34,33,10,7,6.6,3.7,31.8,0.3143665513989311,0.2200565859792518,0.5344231373781829,0.20748192392329454,0.11631562401760452,1.9176359635334799,0.3442058678905098,0.7183420335593251,2.0748192392329456,0.4401131719585036,676.0,260.0,899.7170701037409,22000000,16.906553056777135,2000000.0,True,False,False,False,False,False,True,False,False
Dodô,Fiorentina,it Serie A,DF,Prime,25.0,3025,34,34,0,4,1.4,4.2,33.611111111111114,0.0,0.11897286757658877,0.11897286757658877,0.04164050365180607,0.12492151095541823,0.7435804223536798,0.1999200319872051,0.7760371757107887,1.3087015433424767,1.0112693744010046,625.0,0.0,0.0,150000,11.918397239722838,150000.0,False,False,False,False,True,True,False,False,False
Danilho Doekhi,Union Berlin,de Bundesliga,DF,Prime,26.0,3060,34,34,1,1,2.6,1.4,34.0,0.02940311673037342,0.02940311673037342,0.05880623346074684,0.0764481034989709,0.04116436342252279,0.9408997353719495,0.12496094970321775,0.7834583979653703,1.0879153190238167,1.2937371361364305,676.0,26.0,89.97353719494266,13000000,16.380459992348886,6500000.0,True,False,False,False,False,True,False,False,False
