Player,Squad,Comp,Position_Primary,Age_Group,Age,Min,MP,Starts,Gls,Ast,xG,xAG,90s,Goals_per_90,Assists_per_90,Goal_Contributions_per_90,xG_per_90,xAG_per_90,Shots_per_90,Shot_Accuracy,Pass_Completion_Rate,Tackles_per_90,Interceptions_per_90,Age_Squared,Age_x_Goals,Minutes_x_Goals_per_90,market_value_in_eur,Log_Market_Value,Value_per_Goal,League_de Bundesliga,League_eng Premier League,League_es La Liga,League_fr Ligue 1,League_it Serie A,Position_DF,Position_FW,Position_GK,Position_MF
Robert Lewandowski,Barcelona,es La Liga,FW,Veteran,35.0,2667,34,32,27,2,27.1,2.3,29.633333333333333,0.888505159277531,0.06746879568199707,0.9782975373889575,0.8276814461978503,0.07758911503429664,3.7445181603508377,0.40536888568597423,0.7337024194938795,0.33734397840998537,0.10120319352299562,1225.0,945.0,2429.1802541324637,15000000,16.52356082573315,535714.2857142857,False,False,True,False,False,False,True,False,False
Jamie Leweling,Stuttgart,de Bundesliga,MF,Prime,23.0,1663,27,22,2,2,1.6,3.8,18.477777777777778,0.1081795780996454,0.1081795780996454,0.2163591561992908,0.08654366247971633,0.20554119838932625,1.5686038824448583,0.5515339538090314,0.7051602558576576,0.8654366247971632,0.5949876795480498,529.0,46.0,179.9026383797103,20000000,16.811242881518265,6666666.666666667,True,False,False,False,False,False,False,False,True
Rico Lewis,Manchester City,eng Premier League,DF,Young,19.0,1893,28,21,1,2,1.4,0.3,21.033333333333335,0.047520988436559476,0.09504197687311895,0.14256296530967844,0.06652938381118326,0.01425629653096784,0.47520988436559475,0.1998001998001998,0.9153893644103323,1.4256296530967842,0.6177728496752731,361.0,19.0,89.9572311104071,40000000,17.50439003707821,20000000.0,False,True,False,False,False,True,False,False,False
Keane Lewis-Potter,Brentford,eng Premier League,DF,Prime,23.0,3093,38,36,1,3,3.1,3.2,34.36666666666667,0.02908949869097256,0.08726849607291769,0.11635799476389025,0.09017744594201493,0.0930863958111122,0.8145059633472317,0.4998214923241699,0.7714000675564214,1.4253854358576554,0.6108794725104237,529.0,23.0,89.97381945117813,23000000,16.951004817371683,11500000.0,False,True,False,False,False,True,False,False,False
Myles Lewis-Skelly,Arsenal,eng Premier League,DF,Young,17.0,1369,23,15,1,0,0.2,0.4,15.21111111111111,0.06569822614789401,0.0,0.06569822614789401,0.013139645229578802,0.026279290459157605,0.19709467844368203,0.33222591362126247,0.9123593768121545,1.4453609752536682,0.45988758303525806,289.0,17.0,89.9408715964669,28000000,17.147715103853763,14000000.0,False,True,False,False,False,True,False,False,False
Ben Lhassine Kone,Como,it Serie A,MF,Prime,24.0,51,4,0,0,0,0.0,0.0,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,1.7341040462427746,0.0,0.9579341940857975,3.468208092485549,1.7341040462427746,576.0,0.0,0.0,900000,13.710151153416941,900000.0,False,False,False,False,True,False,False,False,True
Philipp Lienhart,Freiburg,de Bundesliga,DF,Prime,28.0,2770,32,31,1,0,0.5,0.8,30.77777777777778,0.03248042152369266,0.0,0.03248042152369266,0.01624021076184633,0.02598433721895413,0.2598433721895413,0.12484394506866417,0.8624018535204016,0.7145692735212386,1.1692951748529359,784.0,28.0,89.97076762062868,15000000,16.52356082573315,7500000.0,True,False,False,False,False,True,False,False,False
Matthijs de Ligt,Manchester Utd,eng Premier League,DF,Prime,24.0,2123,29,25,2,0,2.5,0.3,23.58888888888889,0.08474975281322096,0.0,0.08474975281322096,0.1059371910165262,0.012712462921983143,0.7627477753189886,0.49972237645752354,0.8992688458779284,1.2712462921983143,1.398370921418146,576.0,48.0,179.9237252224681,40000000,17.50439003707821,13333333.333333334,False,True,False,False,False,True,False,False,False
Pedro Lima,Wolves,eng Premier League,DF,Young,18.0,70,3,1,0,0,0.1,0.1,0.7777777777777778,0.0,0.0,0.0,0.12693935119887165,0.12693935119887165,1.2693935119887165,0.9900990099009901,0.7366482504604052,1.2693935119887165,2.538787023977433,324.0,0.0,0.0,5000000,15.424948670398354,5000000.0,False,True,False,False,False,True,False,False,False
Victor Lindelöf,Manchester Utd,eng Premier League,DF,Veteran,30.0,704,16,6,0,0,0.0,0.1,7.822222222222222,0.0,0.0,0.0,0.0,0.01276776847779827,0.0,0.0,0.9377995388720499,0.893743793445879,1.0214214782238615,900.0,0.0,0.0,10000000,16.118095750958314,10000000.0,False,True,False,False,False,True,False,False,False
Jesper Lindstrøm,Everton,eng Premier League,FW,Prime,24.0,1239,25,15,0,1,2.1,2.0,13.766666666666667,0.0,0.07258649891120252,0.07258649891120252,0.15243164771352527,0.14517299782240503,2.0324219695136705,0.3570153516601214,0.6939090208172707,3.266392451004113,0.8710379869344301,576.0,0.0,0.0,20000000,16.811242881518265,20000000.0,False,True,False,False,False,False,True,False,False
Karol Linetty,Torino,it Serie A,MF,Prime,29.0,1540,28,18,1,0,1.1,0.9,17.11111111111111,0.05840742423259134,0.0,0.05840742423259134,0.06424816665585048,0.05256668180933221,0.9929262119540527,0.23515579071134624,0.8460027256154758,2.277889545071062,0.7008890907910961,841.0,29.0,89.94743331819066,2500000,14.731801689838349,1250000.0,False,False,False,False,True,False,False,False,True
Samuel Lino,Atlético Madrid,es La Liga,MF,Prime,24.0,1552,31,21,3,4,6.0,2.9,17.244444444444444,0.17386824650653615,0.23182432867538152,0.4056925751819177,0.3477364930130723,0.1680726382896516,2.608023697598042,0.39991113085980895,0.7941437984921011,1.9125507115718976,0.46364865735076305,576.0,72.0,269.8435185781441,25000000,17.034386422832473,6250000.0,False,False,True,False,False,False,False,False,True
Pol Lirola,Marseille,fr Ligue 1,DF,Prime,26.0,680,19,5,1,2,0.6,0.7,7.555555555555555,0.13217799970627112,0.26435599941254223,0.3965339991188134,0.07930679982376267,0.09252459979438978,0.7930679982376267,0.1663893510815308,0.831213319563739,1.7183139961815246,0.5287119988250845,676.0,26.0,89.88103980026436,4000000,15.201805169084134,2000000.0,False,False,False,True,False,True,False,False,False
Marin Ljubicic,Union Berlin,de Bundesliga,FW,Young,22.0,281,13,1,1,1,0.4,0.6,3.1222222222222222,0.31926214969847466,0.31926214969847466,0.6385242993969493,0.12770485987938987,0.1915572898190848,0.6385242993969493,0.49751243781094534,0.56657223796034,0.6385242993969493,0.0,484.0,22.0,89.71266406527138,100000,11.51293546492023,50000.0,True,False,False,False,False,False,True,False,False
Diego Llorente,Betis,es La Liga,DF,Veteran,30.0,2519,30,29,2,0,1.5,0.3,27.988888888888887,0.07143140600817492,0.0,0.07143140600817492,0.053573554506131195,0.010714710901226238,0.3928727330449621,0.36330608537693004,0.8670792032651833,1.2857653081471487,1.535775229175761,900.0,60.0,179.93571173459262,6000000,15.607270193858982,2000000.0,False,False,True,False,False,True,False,False,False
Marcos Llorente,Atlético Madrid,es La Liga,DF,Prime,29.0,2513,33,28,2,4,0.8,4.3,27.92222222222222,0.07160189347229405,0.1432037869445881,0.21480568041688214,0.02864075738891762,0.1539440709654322,0.5728151477783524,0.3123048094940662,0.8554007971798006,2.4702653247941444,0.9666255618759696,841.0,58.0,179.93555829587496,28000000,17.147715103853763,9333333.333333334,False,False,True,False,False,True,False,False,False
Gautier Lloris,Le Havre,fr Ligue 1,DF,Prime,29.0,2768,31,31,2,1,1.2,0.9,30.755555555555556,0.06500776481635306,0.03250388240817653,0.0975116472245296,0.03900465888981183,0.029253494167358878,0.35754270648994185,0.18165304268846502,0.8716024381043144,2.210264003756004,1.105132001878002,841.0,58.0,179.94149301166527,3000000,14.914123179965662,1000000.0,False,False,False,True,False,True,False,False,False
Giovani Lo Celso,Betis,es La Liga,MF,Prime,28.0,1457,25,15,8,3,4.8,4.9,16.18888888888889,0.4938610329926606,0.1851978873722477,0.6790589203649083,0.29631661979559637,0.30248988270800464,1.9137115028465599,0.5159625927120284,0.7896825805919526,2.0989093902188074,0.30866314562041286,784.0,224.0,719.5555250703065,20000000,16.811242881518265,2222222.222222222,False,False,True,False,False,False,False,False,True
Stanislav Lobotka,Napoli,it Serie A,MF,Prime,29.0,2636,32,31,0,1,0.3,1.2,29.288888888888888,0.0,0.03413098714399484,0.03413098714399484,0.010239296143198452,0.040957184572793806,0.2389169100079639,0.0,0.9080538702958553,1.6041563957677576,0.7167507300238917,841.0,0.0,0.0,25000000,17.034386422832473,25000000.0,False,False,False,False,True,False,False,False,True
Manuel Locatelli,Juventus,it Serie A,MF,Prime,26.0,2822,36,34,2,2,1.8,2.5,31.355555555555554,0.06376421410606115,0.06376421410606115,0.1275284282121223,0.05738779269545503,0.07970526763257643,0.7651705692727337,0.29154518950437314,0.8778244433383654,2.2955117078182012,0.7332884622197031,676.0,52.0,179.94261220730456,28000000,17.147715103853763,9333333.333333334,False,False,False,False,True,False,False,False,True
Bradley Locko,Brest,fr Ligue 1,DF,Young,22.0,97,2,1,0,0,0.0,0.0,1.0777777777777777,0.0,0.0,0.0,0.0,0.0,0.9193054136874362,0.0,0.880742680314211,1.8386108273748725,0.9193054136874362,484.0,0.0,0.0,9000000,16.012735246411598,9000000.0,False,False,False,True,False,True,False,False,False
Ruben Loftus-Cheek,Milan,it Serie A,MF,Prime,28.0,1037,19,10,0,0,0.7,1.9,11.522222222222222,0.0,0.0,0.0,0.060699489353502264,0.164755756816649,0.7804220059736006,0.22197558268590456,0.8968887239438362,1.64755756816649,0.26014066865786684,784.0,0.0,0.0,16000000,16.588099342704055,16000000.0,False,False,False,False,True,False,False,False,True
Elysée Logbo,Le Havre,fr Ligue 1,FW,Young,20.0,27,1,0,0,0,0.2,0.0,0.3,0.0,0.0,0.0,0.6451612903225807,0.0,3.2258064516129035,0.0,0.7481296758104738,0.0,0.0,400.0,0.0,0.0,600000,13.304686600863562,600000.0,False,False,False,True,False,False,True,False,False
Enzo Loiodice,Las Palmas,es La Liga,MF,Prime,23.0,684,17,7,0,0,0.3,0.2,7.6,0.0,0.0,0.0,0.03942181340341656,0.02628120893561104,0.9198423127463864,0.5706134094151213,0.8509965914990633,2.2339027595269383,1.314060446780552,529.0,0.0,0.0,1500000,14.220976332738882,1500000.0,False,False,True,False,False,False,False,False,True
Sean Longstaff,Newcastle Utd,eng Premier League,MF,Prime,26.0,798,25,8,0,0,0.6,0.2,8.866666666666667,0.0,0.0,0.0,0.06759294029290273,0.022530980097634247,0.6759294029290274,0.1663893510815308,0.8452479871636916,3.0416823131806234,0.7885843034171987,676.0,0.0,0.0,22000000,16.906553056777135,22000000.0,False,True,False,False,False,False,False,False,True
Ademola Lookman,Atalanta,it Serie A,MF,Prime,26.0,2247,31,28,15,5,10.3,7.1,24.966666666666665,0.6005605231549446,0.20018684105164822,0.8007473642065928,0.4123848925663953,0.28426531429334045,3.243026825036701,0.3950129613627947,0.724568595671656,1.2811957827305485,0.12011210463098893,676.0,390.0,1349.4594955291604,60000000,17.909855136853043,3750000.0,False,False,False,False,True,False,False,False,True
Anthony Lopes,Nantes,fr Ligue 1,GK,Veteran,33.0,1563,18,18,0,0,0.0,0.0,17.366666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6508107712838888,0.05754843660080567,0.05754843660080567,1089.0,0.0,0.0,1500000,14.220976332738882,1500000.0,False,False,False,True,False,False,False,True,False
David López,Mallorca,es La Liga,DF,Young,21.0,169,2,2,0,0,0.0,0.0,1.8777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8111677042067534,1.589170100058858,0.5297233666862861,441.0,0.0,0.0,2000000,14.508658238524095,2000000.0,False,False,True,False,False,True,False,False,False
David López,Girona,es La Liga,DF,Veteran,34.0,2429,29,27,1,1,0.9,0.6,26.988888888888887,0.03703856125766492,0.03703856125766492,0.07407712251532984,0.033334705131898436,0.022223136754598954,0.4444627350919791,0.2497918401332223,0.9206226329121366,1.1852339602452775,0.5185398576073089,1156.0,34.0,89.9666652948681,2000000,14.508658238524095,1000000.0,False,False,True,False,False,True,False,False,False
Diego López,Valencia,es La Liga,MF,Young,22.0,2737,38,35,8,5,6.6,5.0,30.41111111111111,0.26297527301946744,0.16435954563716715,0.4273348186566346,0.21695460024106064,0.16435954563716715,1.4463640016070711,0.31810952056350833,0.7210952163815866,1.0190291829504363,0.5259505460389349,484.0,176.0,719.7633222542823,300000,12.611541086966115,33333.333333333336,False,False,True,False,False,False,False,False,True
Fer López,Celta Vigo,es La Liga,FW,Young,0.0,671,17,7,2,0,2.7,1.9,7.455555555555556,0.26789700848340525,0.0,0.26789700848340525,0.36166096145259713,0.254502158059235,2.6789700848340527,0.2498750624687656,0.8461213030268067,1.2055365381753238,0.26789700848340525,0.0,0.0,179.75889269236492,1500000,14.220976332738882,500000.0,False,False,True,False,False,False,True,False,False
Javi López,Real Sociedad,es La Liga,DF,Young,22.0,1936,29,21,0,0,0.1,0.4,21.511111111111113,0.0,0.0,0.0,0.0046466002374929,0.0185864009499716,0.23233001187464503,0.1996007984031936,0.7841928305122301,1.8586400949971602,0.511126026124219,484.0,0.0,0.0,200000,12.206077645517674,200000.0,False,False,True,False,False,True,False,False,False
Pau López,Girona,es La Liga,GK,Prime,29.0,45,1,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7496876301541024,0.0,0.0,841.0,0.0,0.0,10000000,16.118095750958314,10000000.0,False,False,True,False,False,False,False,True,False
Roberto López,Leganés,es La Liga,MF,Prime,24.0,396,13,3,0,1,0.5,0.9,4.4,0.0,0.22675736961451246,0.22675736961451246,0.11337868480725623,0.20408163265306123,1.3605442176870748,0.1663893510815308,0.7307340993221481,1.8140589569160996,0.22675736961451246,576.0,0.0,0.0,1500000,14.220976332738882,1500000.0,False,False,True,False,False,False,False,False,True
Unai López,Rayo Vallecano,es La Liga,MF,Prime,28.0,1707,32,23,3,1,1.6,1.0,18.966666666666665,0.15808888108203056,0.05269629369401019,0.21078517477604075,0.0843140699104163,0.05269629369401019,1.3701036360442649,0.4229142637447135,0.8422261955809419,1.633585104514316,1.106622167574214,784.0,84.0,269.85772000702616,2800000,14.845130332288226,700000.0,False,False,True,False,False,False,False,False,True
Iker Losada,Celta Vigo,es La Liga,FW,Young,22.0,358,12,4,1,0,1.1,0.3,3.977777777777778,0.25076623014767346,0.0,0.25076623014767346,0.27584285316244084,0.07522986904430204,0.7522986904430203,0.6644518272425249,0.7499414108272792,0.7522986904430203,0.25076623014767346,484.0,22.0,89.7743103928671,1800000,14.403297778421795,900000.0,False,False,True,False,False,False,True,False,False
Iker Losada,Betis,es La Liga,MF,Young,22.0,336,10,3,0,0,0.5,0.3,3.7333333333333334,0.0,0.0,0.0,0.13357079252003562,0.08014247551202137,1.3357079252003563,0.1996007984031936,0.7534680656291811,2.6714158504007126,0.8014247551202137,484.0,0.0,0.0,1800000,14.403297778421795,1800000.0,False,False,True,False,False,False,False,False,True
Anthony Losilla,Bochum,de Bundesliga,MF,Veteran,38.0,1137,21,13,0,0,0.1,0.4,12.633333333333333,0.0,0.0,0.0,0.007909306617453205,0.03163722646981282,0.39546533087266017,0.0,0.7660915013961481,2.372791985235961,1.4236751911415766,1444.0,0.0,0.0,500000,13.122365377402328,500000.0,True,False,False,False,False,False,False,False,True
Jordan Lotomba,Nice,fr Ligue 1,MF,Prime,25.0,35,2,0,0,0,0.0,0.0,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8091385054735839,0.0,0.0,625.0,0.0,0.0,8000000,15.894952224644102,8000000.0,False,False,False,True,False,False,False,False,True
Tom Louchet,Nice,fr Ligue 1,DF,Young,21.0,775,22,7,1,0,0.8,1.2,8.61111111111111,0.11599432916612966,0.0,0.11599432916612966,0.09279546333290374,0.1391931949993556,1.391931949993556,0.33305578684429643,0.8171626175634898,3.131846887485501,2.087897924990334,441.0,21.0,89.89560510375048,3000000,14.914123179965662,1500000.0,False,False,False,True,False,True,False,False,False
Sandi Lovrić,Udinese,it Serie A,MF,Prime,26.0,2308,36,31,2,3,2.6,3.4,25.644444444444446,0.07795920135129282,0.11693880202693922,0.19489800337823204,0.10134696175668066,0.13253064229719777,1.910000433106674,0.2448479902060804,0.7867564416340165,1.7930616310797347,0.8575512148642209,676.0,52.0,179.92983671878383,8000000,15.894952224644102,2666666.6666666665,False,False,False,False,True,False,False,False,True
Pol Lozano,Espanyol,es La Liga,MF,Prime,24.0,1943,30,27,0,1,0.2,0.8,21.58888888888889,0.0,0.046298677915530634,0.046298677915530634,0.009259735583106127,0.03703894233242451,0.37038942332424507,0.24968789013732834,0.8381541285733264,2.4538299295231236,1.0185709141416739,576.0,0.0,0.0,4000000,15.201805169084134,4000000.0,False,False,True,False,False,False,False,False,True
Lorenzo Lucca,Udinese,it Serie A,FW,Prime,23.0,2353,33,27,12,1,7.6,1.6,26.144444444444446,0.4588130336887718,0.038234419474064314,0.4970474531628361,0.2905815880028888,0.06117507115850291,2.447002846340116,0.39056397437900325,0.6399829337884323,0.38234419474064313,0.2676409363184502,529.0,276.0,1079.58706826968,22000000,16.906553056777135,1692307.6923076923,False,False,False,False,True,False,True,False,False
Jhon Lucumí,Bologna,it Serie A,DF,Prime,26.0,2614,32,29,0,1,0.6,0.4,29.044444444444444,0.0,0.0344181421851696,0.0344181421851696,0.02065088531110176,0.013767256874067843,0.44743584840720485,0.15372790161414296,0.9112700427939079,1.8241615358139889,0.8948716968144097,676.0,0.0,0.0,18000000,16.705882371415992,18000000.0,False,False,False,False,True,True,False,False,False
José Luis Palomino,Cagliari,it Serie A,DF,Veteran,34.0,1081,18,10,1,0,0.5,0.0,12.011111111111111,0.08318698585821241,0.0,0.08318698585821241,0.041593492929106204,0.0,0.16637397171642482,0.49751243781094534,0.8668794047883142,2.246048618171735,1.8301136888806728,1156.0,34.0,89.92513171272762,700000,13.45883704259595,350000.0,False,False,False,False,True,True,False,False,False
Douglas Luiz,Juventus,it Serie A,MF,Prime,26.0,529,19,3,0,0,0.6,1.0,5.877777777777778,0.0,0.0,0.0,0.10190602000377429,0.16984336667295716,1.3587469333836573,0.24968789013732834,0.865277048469213,2.207963766748443,0.6793734666918286,676.0,0.0,0.0,38000000,17.453096744006448,38000000.0,False,False,False,False,True,False,False,False,True
Romelu Lukaku,Napoli,it Serie A,FW,Veteran,31.0,2843,36,35,14,10,13.0,4.0,31.58888888888889,0.44305355321917084,0.3164668237279792,0.75952037694715,0.4114068708463729,0.12658672949119168,1.898800942367875,0.3332777870354941,0.7102472787267862,0.12658672949119168,0.03164668237279792,961.0,434.0,1259.6012518021028,22000000,16.906553056777135,1466666.6666666667,False,False,False,False,True,False,True,False,False
Castello Lukeba,RB Leipzig,de Bundesliga,DF,Young,21.0,1577,23,18,0,0,0.4,0.2,17.522222222222222,0.0,0.0,0.0,0.022815134038912478,0.011407567019456239,0.22815134038912477,0.24937655860349128,0.8513663056033474,1.768172888015717,0.9696431966537803,441.0,0.0,0.0,50000000,17.72753358339242,40000000.0,True,False,False,False,False,True,False,False,False
Saša Lukić,Fulham,eng Premier League,MF,Prime,27.0,2344,30,28,0,2,1.2,2.7,26.044444444444444,0.0,0.0767623352808222,0.0767623352808222,0.04605740116849332,0.10362915262910999,0.6908610175273998,0.11104941699056078,0.8730089443734573,2.609919399547955,1.074672693931511,729.0,0.0,0.0,10000000,16.118095750958314,10000000.0,False,True,False,False,False,False,False,False,True
Milos Lukovic,Strasbourg,fr Ligue 1,FW,Young,18.0,12,2,0,0,0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6644518272425249,0.0,0.0,324.0,0.0,0.0,5000000,15.424948670398354,5000000.0,False,False,False,True,False,False,True,False,False
Joe Lumley,Southampton,eng Premier League,GK,Prime,29.0,270,3,3,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7019402688563672,0.0,0.0,841.0,0.0,0.0,600000,13.304686600863562,600000.0,False,True,False,False,False,False,False,True,False
Daniel Luna,Mallorca,es La Liga,MF,Young,21.0,20,2,0,0,0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6149116064565718,0.0,0.0,441.0,0.0,0.0,300000,12.611541086966115,300000.0,False,False,True,False,False,False,False,False,True
Andriy Lunin,Real Madrid,es La Liga,GK,Prime,25.0,630,7,7,0,1,0.0,0.9,7.0,0.0,0.14265335235378032,0.14265335235378032,0.0,0.12838801711840228,0.0,0.0,0.8613434978466413,0.14265335235378032,0.0,625.0,0.0,0.0,20000000,16.811242881518265,20000000.0,False,False,True,False,False,False,False,True,False
Massimo Luongo,Ipswich Town,eng Premier League,MF,Veteran,31.0,201,11,2,0,0,0.0,0.0,2.2333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7574609907589759,4.011887072808321,0.8915304606240714,961.0,0.0,0.0,500000,13.122365377402328,500000.0,False,True,False,False,False,False,False,False,True
Sebastiano Luperto,Cagliari,it Serie A,DF,Prime,27.0,3240,36,36,1,3,2.2,1.3,36.0,0.027770063871146906,0.08331019161344072,0.11108025548458762,0.0610941405165232,0.03610108303249098,0.583171341294085,0.23798191337458352,0.8386426106976359,1.3329630658150515,0.9164121077478479,729.0,27.0,89.97500694251598,3500000,15.068273812173887,1750000.0,False,False,False,False,True,True,False,False,False
Zito Luvumbo,Cagliari,it Serie A,FW,Young,22.0,1606,26,19,2,2,2.1,3.1,17.844444444444445,0.11201692700230256,0.11201692700230256,0.22403385400460513,0.11761777335241769,0.17362623685356895,1.2881946605264794,0.1738374619730552,0.5993179033806828,0.5600846350115127,0.22403385400460513,484.0,44.0,179.89918476569792,5500000,15.520258832020865,1833333.3333333333,False,False,False,False,True,False,True,False,False
Senne Lynen,Werder Bremen,de Bundesliga,MF,Prime,25.0,2733,32,32,0,1,1.1,0.6,30.366666666666667,0.0,0.032920004389333915,0.032920004389333915,0.03621200482826731,0.01975200263360035,0.790080105344014,0.12494793835901707,0.8288021960618698,2.3702403160320418,2.1398002853067046,625.0,0.0,0.0,9000000,16.012735246411598,9000000.0,True,False,False,False,False,False,False,False,True
Mathias Løvik,Parma,it Serie A,DF,Young,20.0,92,6,0,0,0,0.1,0.1,1.0222222222222221,0.0,0.0,0.0,0.09687836383207751,0.09687836383207751,0.9687836383207751,0.0,0.7406035919274209,0.9687836383207751,1.9375672766415502,400.0,0.0,0.0,5000000,15.424948670398354,5000000.0,False,False,False,False,True,True,False,False,False
Othmane Maamma,Montpellier,fr Ligue 1,FW,Young,18.0,361,12,2,1,1,0.7,0.2,4.011111111111111,0.24868748273003594,0.24868748273003594,0.49737496546007187,0.17408123791102514,0.04973749654600719,2.4868748273003596,0.2997002997002997,0.6537623381617741,0.7460624481901078,0.24868748273003594,324.0,18.0,89.77618126554297,800000,13.592368256649284,400000.0,False,False,False,True,False,False,True,False,False
Ian Maatsen,Aston Villa,eng Premier League,DF,Young,22.0,1139,29,10,1,2,0.9,2.7,12.655555555555555,0.07895429423633653,0.15790858847267306,0.23686288270900957,0.07105886481270288,0.21317659443810863,1.500131590490394,0.2630194634402946,0.8152501305203411,2.289674532853759,1.1843144135450479,484.0,22.0,89.9289411351873,28000000,17.147715103853763,14000000.0,False,True,False,False,False,True,False,False,False
Alexis Mac Allister,Liverpool,eng Premier League,MF,Prime,25.0,2599,35,30,5,5,2.8,4.7,28.877777777777776,0.1730835801376976,0.1730835801376976,0.3461671602753952,0.09692680487711065,0.16269856532943575,1.3154352090465018,0.342015259142331,0.8352963563231213,3.2885880226162545,0.7615677526058694,625.0,125.0,449.84422477787604,90000000,18.31532023940565,15000000.0,False,True,False,False,False,False,False,False,True
Deiver Machado,Lens,fr Ligue 1,DF,Veteran,30.0,1805,27,20,1,4,2.3,2.1,20.055555555555557,0.049836646547427865,0.19934658618971146,0.24918323273713933,0.11462428705908409,0.10465695774959853,1.146242870590841,0.21729682746631898,0.8356973089013264,1.7941192757074031,0.7973863447588458,900.0,30.0,89.9551470181073,3500000,15.068273812173887,1750000.0,False,False,False,True,False,True,False,False,False
Shuto Machino,Holstein Kiel,de Bundesliga,FW,Prime,24.0,1953,32,23,11,2,6.5,3.0,21.7,0.5066789497927222,0.09212344541685859,0.5988023952095808,0.2994011976047904,0.1381851681252879,2.257024412713035,0.4284839828606407,0.6421408466641207,0.36849378166743435,0.32243205895900506,576.0,264.0,989.5439889451865,3500000,15.068273812173887,291666.6666666667,True,False,False,False,False,False,True,False,False
Darwin Machís,Valladolid,es La Liga,MF,Veteran,31.0,639,18,7,0,1,0.9,0.5,7.1,0.0,0.1406469760900141,0.1406469760900141,0.12658227848101267,0.07032348804500704,1.969057665260197,0.14275517487508924,0.5969926495280027,0.7032348804500704,0.7032348804500704,961.0,0.0,0.0,1000000,13.815511557963774,1000000.0,False,False,True,False,False,False,False,False,True
James Maddison,Tottenham,eng Premier League,MF,Prime,27.0,1809,31,21,9,7,5.8,4.2,20.1,0.44753853804077565,0.34808552958726996,0.7956240676280456,0.28841372451516656,0.208851317752362,1.9393336648433612,0.43578569597539096,0.8128916171049594,1.5415216310293385,0.5967180507210342,729.0,243.0,809.5972153157632,50000000,17.72753358339242,5000000.0,False,True,False,False,False,False,False,False,True
Eros Maddy,Auxerre,fr Ligue 1,DF,Prime,23.0,15,2,0,0,0,0.0,0.1,0.16666666666666666,0.0,0.0,0.0,0.0,0.4852349860251563,0.0,0.0,0.9950248756218907,0.0,0.0,529.0,0.0,0.0,200000,12.206077645517674,200000.0,False,False,False,True,False,True,False,False,False
Noni Madueke,Chelsea,eng Premier League,FW,Young,22.0,2033,32,27,7,3,9.6,4.2,22.58888888888889,0.3097497418752151,0.1327498893750922,0.4424996312503073,0.42479964600029496,0.18584984512512906,3.5399970500024582,0.3749531308586426,0.7737113326812748,1.1062490781257681,0.4424996312503073,484.0,154.0,629.7212252323122,40000000,17.50439003707821,5000000.0,False,True,False,False,False,False,True,False,False
Pablo Maffeo,Mallorca,es La Liga,DF,Prime,27.0,2368,30,28,0,2,0.3,4.1,26.31111111111111,0.0,0.0759846342184136,0.0759846342184136,0.01139769513276204,0.15576850014774787,0.26594621976444766,0.14265335235378032,0.7083666182231162,2.279539026552408,0.9498079277301701,729.0,0.0,0.0,5000000,15.424948670398354,5000000.0,False,False,True,False,False,True,False,False,False
Gabriel Magalhães,Arsenal,eng Premier League,DF,Prime,26.0,2363,28,28,3,1,2.6,0.9,26.255555555555556,0.11421802952747577,0.03807267650915859,0.15229070603663436,0.09898895892381233,0.03426540885824273,0.837598883201489,0.22716946842344388,0.9018835960780252,0.9518169127289647,0.6091628241465374,676.0,78.0,269.89720377342525,75000000,18.132998684833918,18750000.0,False,True,False,False,False,True,False,False,False
Soungoutou Magassa,Monaco,fr Ligue 1,MF,Young,20.0,1025,21,12,0,1,0.5,0.9,11.38888888888889,0.0,0.08772784871819865,0.08772784871819865,0.043863924359099325,0.07895506384637879,0.7018227897455892,0.37453183520599254,0.8463817181548878,4.123208889755337,1.8422848230821718,400.0,0.0,0.0,12000000,16.300417291085605,12000000.0,False,False,False,True,False,False,False,False,True
Giangiacomo Magnani,Hellas Verona,it Serie A,DF,Prime,28.0,1065,17,11,1,0,1.1,0.0,11.833333333333334,0.08443568815085843,0.0,0.08443568815085843,0.09287925696594428,0.0,0.9287925696594427,0.18165304268846502,0.8065952520292105,1.6887137630171685,1.4354066985645932,784.0,28.0,89.92400788066423,3000000,14.914123179965662,1500000.0,False,False,False,False,True,True,False,False,False
Hugo Magnetti,Brest,fr Ligue 1,MF,Prime,26.0,2323,32,27,1,0,0.8,0.4,25.81111111111111,0.03872800034424889,0.0,0.03872800034424889,0.030982400275399113,0.015491200137699557,0.7358320065407289,0.31562335612835346,0.8494843076241216,2.013856017900942,0.69710400619648,676.0,26.0,89.96514479969018,7000000,15.76142084987672,3500000.0,False,False,False,True,False,False,False,False,True
