Player,Squad,Comp,Position_Primary,Age,Gls,Ast,Actual_Value,Predicted_Value,Value_Difference,Actual_Value_M,Predicted_Value_M,Difference_M
Charlie Taylor,Southampton,eng Premier League,DF,30.0,0,0,2800000,3305948.461971203,505948.46197120287,2.8,3.305948461971203,0.5059484619712029
Tajon Buchanan,Villarreal,es La Liga,MF,25.0,1,2,6000000,6442823.634792493,442823.6347924927,6.0,6.442823634792493,0.4428236347924927
Tajon Buchanan,Inter,it Serie A,DF,25.0,0,0,6000000,6442823.634792493,442823.6347924927,6.0,6.442823634792493,0.4428236347924927
John McGinn,Aston Villa,eng Premier League,MF,29.0,1,4,18000000,18421590.80278773,421590.8027877286,18.0,18.42159080278773,0.4215908027877286
Eric Dier,Bayern Munich,de Bundesliga,DF,30.0,2,1,8000000,8419556.415801918,419556.41580191813,8.0,8.419556415801917,0.41955641580191816
Damián Pizarro,Udinese,it Serie A,FW,19.0,0,0,4000000,4325674.027747713,325674.02774771303,4.0,4.325674027747713,0.32567402774771304
Jarrod Bowen,West Ham,eng Premier League,FW,27.0,13,8,45000000,45275174.15946903,275174.1594690308,45.0,45.27517415946903,0.2751741594690308
Wylan Cyprien,Parma,it Serie A,MF,29.0,0,0,1100000,1247705.8914023377,147705.8914023377,1.1,1.2477058914023378,0.1477058914023377
Eiran Cashin,Brighton,eng Premier League,DF,22.0,0,0,8000000,8141987.770648967,141987.77064896654,8.0,8.141987770648967,0.14198777064896653
Strahinja Pavlović,Milan,it Serie A,DF,23.0,2,1,18000000,18127888.70750811,127888.70750810951,18.0,18.12788870750811,0.12788870750810952
Manuel Lazzari,Lazio,it Serie A,DF,30.0,0,1,4000000,4088724.446263693,88724.44626369281,4.0,4.088724446263693,0.0887244462636928
Aymen Barkok,Mainz 05,de Bundesliga,MF,26.0,0,0,1000000,1041503.5809312164,41503.58093121636,1.0,1.0415035809312163,0.04150358093121636
Sergi Gómez,Espanyol,es La Liga,DF,32.0,0,0,900000,914933.8804828784,14933.88048287842,0.9,0.9149338804828784,0.01493388048287842
